01,33,2865
01,34,565
01,37,24
01,36,21
01,41,7
02,33,4671
02,34,1255
02,37,46
02,36,28
02,22,10
03,33,651
03,34,301
03,37,27
03,22,7
03,36,7
04,33,482
04,34,180
04,37,21
04,22,8
04,35,5
05,33,292
05,34,126
05,37,22
05,35,5
05,31,4
06,33,215
06,34,92
06,37,25
06,36,8
06,22,3
07,33,185
07,34,74
07,37,23
07,36,10
07,31,8
08,33,156
08,34,77
08,37,13
08,35,4
08,39,4
09,33,884
09,34,362
09,37,78
09,35,38
09,36,31
10,33,477
10,34,266
10,37,59
10,36,39
10,35,38
11,33,304
11,34,176
11,35,54
11,36,49
11,37,48
12,37,441
12,34,427
12,35,323
12,36,242
12,39,234
13,35,309
13,34,245
13,39,234
13,37,228
13,36,220
14,35,278
14,39,183
14,36,182
14,34,165
14,37,150
15,35,188
15,36,132
15,34,125
15,39,116
15,37,105
16,35,122
16,34,106
16,39,104
16,37,94
16,36,92
17,37,100
17,34,72
17,35,68
17,36,65
17,39,61
18,37,75
18,34,67
18,35,54
18,39,49
18,36,35
19,37,77
19,34,47
19,39,44
19,35,30
19,36,24
20,37,49
20,34,47
20,39,38
20,36,20
20,35,16
21,37,54
21,34,29
21,39,25
21,36,16
21,35,14
22,37,41
22,34,36
22,39,31
22,36,21
22,35,13
23,37,362
23,39,282
23,34,223
23,36,163
23,41,142
24,39,238
24,37,194
24,34,112
24,41,109
24,38,102
25,39,175
25,37,164
25,38,106
25,41,78
25,15,71
26,39,147
26,37,130
26,38,79
26,15,58
26,34,47
27,37,526
27,38,399
27,39,365
27,15,321
27,34,184
28,37,651
28,38,465
28,40,409
28,39,318
28,15,280
29,38,2632
29,40,2064
29,41,1589
29,39,1335
29,37,896
30,38,4384
30,39,4307
30,40,3432
30,41,3159
30,37,1723
31,39,6354
31,38,3681
31,40,3447
31,41,2705
31,37,2342
32,39,7079
32,40,3523
32,37,3253
32,38,2864
32,41,2176
33,39,6761
33,37,4164
33,40,3348
33,38,2536
33,41,1646
34,39,6422
34,37,5948
34,40,3610
34,21,3329
34,38,2351
35,37,9709
35,39,7474
35,21,6707
35,15,4202
35,40,4024
36,37,16706
36,21,13489
36,15,8971
36,39,8854
36,8,6660
37,37,23924
37,21,21206
37,15,15193
37,8,13406
37,22,8646
38,37,30307
38,21,27944
38,15,19996
38,8,18040
38,22,11472
39,37,36877
39,21,33017
39,8,23813
39,15,22518
39,28,16018
40,37,43160
40,21,35897
40,8,26089
40,28,21664
40,15,21174
41,37,54046
41,21,39795
41,28,24273
41,8,23489
41,22,21445
42,37,71838
42,21,49645
42,22,30280
42,28,25589
42,24,22175
43,37,88774
43,21,58304
43,22,41235
43,17,29495
43,24,27309
44,37,75132
44,21,49703
44,22,38556
44,17,28816
44,24,22704
45,37,31758
45,21,21116
45,22,16985
45,17,12840
45,24,9484
46,37,6339
46,21,4476
46,22,3433
46,17,2489
46,24,1772
47,37,527
47,21,408
47,22,285
47,17,191
47,36,126
48,21,18
48,37,17
48,22,10
48,36,9
48,17,7
49,27,2
49,20,1
49,21,1
49,22,1
52,36,170
52,39,35
52,21,29
52,37,24
52,38,16
